player_id,team_id,jersey_no,player_name,posi_to_play,dt_of_bir,age,playing_club
160043,1202,7,Marko Arnautovic,FD,1989-04-19,27,Stoke
160034,1202,8,David Alaba,MF,1992-06-24,23,Bayern
160046,1202,9,Rubin Okotie,FD,1987-06-06,29,1860 Munchen
160040,1202,10,Zlatko Junuzovic,MF,1987-09-26,28,Bremen
160037,1202,11,Martin Harnik,MF,1987-06-10,29,Stuttgart
160025,1202,12,Heinz Lindner,GK,1990-07-17,25,Frankfurt
160032,1202,13,Markus Suttner,DF,1987-04-16,29,Ingolstadt
160035,1202,14,Julian Baumgartlinger,MF,1988-01-02,28,Mainz
160031,1202,15,Sebastian Prodl,DF,1987-06-21,28,Watford
160033,1202,16,Kevin Wimmer,DF,1992-11-15,23,Tottenham
160030,1202,17,Florian Klein,DF,1986-11-17,29,Stuttgart
160042,1202,18,Alessandro Schopf,MF,1994-02-07,22,Schalke
160044,1202,19,Lukas Hinterseer,FD,1991-03-28,25,Ingolstadt
160041,1202,20,Marcel Sabitzer,MF,1994-03-17,22,Leipzig
160045,1202,21,Marc Janko,FD,1983-06-25,32,Basel
160039,1202,22,Jakob Jantscher,MF,1989-01-08,27,Luzern
160026,1202,23,Ramazan Ozcan,GK,1984-06-28,31,Ingolstadt
160047,1203,1,Thibaut Courtois,GK,1992-05-11,24,Chelsea
160050,1203,2,Toby Alderweireld,DF,1989-03-02,27,Tottenham
160056,1203,3,Thomas Vermaelen,DF,1985-11-14,30,Barcelona
160063,1203,4,Radja Nainggolan,MF,1988-05-04,28,Roma
160057,1203,5,Jan Vertonghen,DF,1987-04-24,29,Tottenham
160064,1203,6,Axel Witsel,MF,1989-01-12,27,Zenit
160059,1203,7,Kevin De Bruyne,MF,1991-06-28,24,Man. City
160061,1203,8,Marouane Fellaini,MF,1987-11-22,28,Man. United
160067,1203,9,Romelu Lukaku,FD,1993-05-13,23,Everton
160062,1203,10,Eden Hazard,MF,1991-01-07,25,Chelsea
160058,1203,11,Yannick Carrasco,MF,1993-09-04,22,Atletico
160049,1203,12,Simon Mignolet,GK,1988-08-06,27,Liverpool
160048,1203,13,Jean-Francois Gillet,GK,1979-05-31,37,Mechelen
160068,1203,14,Dries Mertens,FD,1987-05-06,29,Napoli
160052,1203,15,Jason Denayer,DF,1995-06-28,20,Galatasaray
160055,1203,16,Thomas Meunier,DF,1991-09-12,24,Club Brugge
160069,1203,17,Divock Origi,FD,1995-04-18,21,Liverpool
160053,1203,18,Christian Kabasele,DF,1991-02-24,25,Genk
160060,1203,19,Mousa Dembele,MF,1987-07-16,28,Tottenham
160066,1203,20,Christian Benteke,FD,1990-12-03,25,Liverpool
160054,1203,21,Jordan Lukaku,DF,1994-07-25,21,Oostende
160065,1203,22,Michy Batshuayi,FD,1993-10-02,22,Marseille
160051,1203,23,Laurent Ciman,DF,1985-08-05,30,Montreal
160072,1204,1,Ivan Vargic,GK,1987-03-15,29,Rijeka
160079,1204,2,Sime Vrsaljko,DF,1992-01-10,24,Sassuolo
160077,1204,3,Ivan Strinic,DF,1987-07-17,28,Napoli
160085,1204,4,Ivan PeriSic,MF,1989-02-02,27,Internazionale
160073,1204,5,Vedran Corluka,DF,1986-02-05,30,Lokomotiv Moskva
160074,1204,6,Tin Jedvaj,DF,1995-11-28,20,Leverkusen
160086,1204,7,Ivan Rakitic,MF,1988-03-10,28,Barcelona
160083,1204,8,Mateo Kovacic,MF,1994-05-06,22,Real Madrid
160090,1204,9,Andrej Kramaric,FD,1991-06-19,24,Hoffenheim
160084,1204,10,Luka Modric,MF,1985-09-09,30,Real Madrid
160076,1204,11,Darijo Srna,DF,1982-05-01,34,Shakhtar Donetsk
160070,1204,12,Lovre Kalinic,GK,1990-04-03,26,Hajduk Split
160075,1204,13,Gordon Schildenfeld,DF,1985-03-18,31,Dinamo Zagreb
160081,1204,14,Marcelo Brozovic,MF,1992-11-16,23,Internazionale
160087,1204,15,Marko Rog,MF,1995-07-19,20,Dinamo Zagreb
160089,1204,16,Nikola Kalinic,FD,1988-01-05,28,Fiorentina
160091,1204,17,Mario Mandzukic,FD,1986-05-21,30,Juventus
160082,1204,18,Ante Coric,MF,1997-04-14,19,Dinamo Zagreb
160080,1204,19,Milan Badelj,MF,1989-02-25,27,Fiorentina
160092,1204,20,Marko Pjaca,FD,1995-05-06,21,Dinamo Zagreb
160078,1204,21,Domagoj Vida,DF,1989-04-29,27,Dynamo Kyiv
160088,1204,22,Duje Cop,FD,1990-02-01,26,Malaga
160071,1204,23,Danijel SubaSic,GK,1984-10-27,31,Monaco
160093,1205,1,Petr Cech,GK,1982-05-20,34,Arsenal
160098,1205,2,Pavel Kaderabek,DF,1992-04-25,24,Hoffenheim
160099,1205,3,Michal Kadlec,DF,1984-12-13,31,Fenerbahce
160096,1205,4,Theodor Gebre Selassie,DF,1986-12-24,29,Bremen
160097,1205,5,Roman Hubnik,DF,1984-06-06,32,Plzen
160101,1205,6,TomasSivok,DF,1983-09-15,32,Bursaspor
160114,1205,7,TomasNecid,FD,1989-08-13,26,Bursaspor
160100,1205,8,David Limbersky,DF,1983-10-06,32,Plzen
160104,1205,9,Borek Dockal,MF,1988-09-30,27,Sparta Praha
160110,1205,10,TomasRosicky,MF,1980-10-04,35,Arsenal
160109,1205,11,Daniel Pudil,MF,1985-09-27,30,Sheff. Wednesday
160115,1205,12,Milan Skoda,FD,1986-01-16,30,Slavia Praha
160108,1205,13,Jaroslav PlaSil,MF,1982-01-05,34,Bordeaux
160105,1205,14,Daniel Kolar,MF,1985-10-27,30,Plzen
160107,1205,15,David Pavelka,MF,1991-05-18,25,Kasimpasa
160095,1205,16,TomasVaclik,GK,1989-03-29,27,Basel
160102,1205,17,Marek Suchy,DF,1988-03-29,28,Basel
160112,1205,18,Josef Sural,MF,1990-05-30,26,Sparta Praha
160106,1205,19,Ladislav Krejci,MF,1992-07-05,23,Sparta Praha
160111,1205,20,Jiri Skalak,MF,1992-03-12,24,Brighton
160113,1205,21,David Lafata,FD,1981-09-18,34,Sparta Praha
160103,1205,22,Vladimir Darida,MF,1990-08-08,25,Hertha
160094,1205,23,TomasKoubek,GK,1992-08-26,23,Liberec
160117,1206,1,Joe Hart,GK,1987-04-19,29,Man. City
160125,1206,2,Kyle Walker,DF,1990-05-28,26,Tottenham
160122,1206,3,Danny Rose,DF,1990-07-02,25,Tottenham
160131,1206,4,James Milner,MF,1986-01-04,30,Liverpool
160120,1206,5,Gary Cahill,DF,1985-12-19,30,Chelsea
160123,1206,6,Chris Smalling,DF,1989-11-22,26,Man. United
160132,1206,7,Raheem Sterling,MF,1994-12-08,21,Man. City
160130,1206,8,Adam Lallana,MF,1988-05-10,28,Liverpool
160134,1206,9,Harry Kane,FD,1993-07-28,22,Tottenham
160136,1206,10,Wayne Rooney,FD,1985-10-24,30,Man. United
160138,1206,11,Jamie Vardy,FD,1987-01-11,29,Leicester
160121,1206,12,Nathaniel Clyne,DF,1991-04-05,25,Liverpool
160116,1206,13,Fraser Forster,GK,1988-03-17,28,Southampton
160129,1206,14,Jordan Henderson,MF,1990-06-17,26,Liverpool
160137,1206,15,Daniel Sturridge,FD,1989-09-01,26,Liverpool
160124,1206,16,John Stones,DF,1994-05-28,22,Everton
160128,1206,17,Eric Dier,MF,1994-01-15,22,Tottenham
160133,1206,18,Jack Wilshere,MF,1992-01-01,24,Arsenal
160127,1206,19,Ross Barkley,MF,1993-12-05,22,Everton
160126,1206,20,Dele Alli,MF,1996-04-11,20,Tottenham
160119,1206,21,Ryan Bertrand,DF,1989-08-05,26,Southampton
160135,1206,22,Marcus Rashford,FD,1997-10-31,18,Man. United
160118,1206,23,Tom Heaton,GK,1986-04-15,30,Burnley
160140,1207,1,Hugo Lloris,GK,1986-12-26,29,Tottenham
160144,1207,2,Christophe Jallet,DF,1983-10-31,32,Lyon
160143,1207,3,Patrice Evra,DF,1981-05-15,35,Juventus
160147,1207,4,Adil Rami,DF,1985-12-27,30,Sevilla
160152,1207,5,NGolo Kante,MF,1991-03-29,25,Leicester
160150,1207,6,Yohan Cabaye,MF,1986-01-14,30,Crystal Palace
160160,1207,7,Antoine Griezmann,FD,1991-03-21,25,Atletico
160154,1207,8,Dimitri Payet,MF,1987-03-29,29,West Ham
160159,1207,9,Olivier Giroud,FD,1986-09-30,29,Arsenal
160158,1207,10,Andre-Pierre Gignac,FD,1985-12-05,30,Tigres
160161,1207,11,Anthony Martial,FD,1995-12-05,20,Man. United
160156,1207,12,Morgan Schneiderlin,MF,1989-11-08,26,Man. United
160146,1207,13,Eliaquim Mangala,DF,1991-02-13,25,Man. City
160153,1207,14,Blaise Matuidi,MF,1987-04-09,29,Paris
160155,1207,15,Paul Pogba,MF,1993-03-15,23,Juventus
160141,1207,16,Steve Mandanda,GK,1985-03-28,31,Marseille
160142,1207,17,Lucas Digne,DF,1993-07-20,22,Roma
160157,1207,18,Moussa Sissoko,MF,1989-08-16,26,Newcastle
160148,1207,19,Bacary Sagna,DF,1983-02-14,33,Man. City
160151,1207,20,Kingsley Coman,MF,1996-06-13,20,Bayern
160145,1207,21,Laurent Koscielny,DF,1985-09-10,30,Arsenal
160149,1207,22,Samuel Umtiti,DF,1993-11-14,22,Lyon
160139,1207,23,Benoit Costil,GK,1987-07-03,28,Rennes
160163,1208,1,Manuel Neuer,GK,1986-03-27,30,Bayern
160170,1208,2,Shkodran Mustafi,DF,1992-04-17,24,Valencia
160166,1208,3,Jonas Hector,DF,1990-05-27,26,Koln
160167,1208,4,Benedikt Howedes,DF,1988-02-29,28,Schalke
160168,1208,5,Mats Hummels,DF,1988-12-16,27,Dortmund
160175,1208,6,Sami Khedira,MF,1987-04-04,29,Juventus
160180,1208,7,Bastian Schweinsteiger,MF,1984-08-01,31,Man. United
160177,1208,8,Mesut ozil,MF,1988-10-15,27,Arsenal
160179,1208,9,Andre Schurrle,MF,1990-11-06,25,Wolfsburg
160184,1208,10,Lukas Podolski,FD,1985-06-04,31,Galatasaray
160173,1208,11,Julian Draxler,MF,1993-09-20,22,Wolfsburg
160162,1208,12,Bernd Leno,GK,1992-03-04,24,Leverkusen
160183,1208,13,Thomas Muller,FD,1989-09-13,26,Bayern
160172,1208,14,Emre Can,MF,1994-01-12,22,Liverpool
160181,1208,15,Julian Weigl,MF,1995-09-08,20,Dortmund
160171,1208,16,Jonathan Tah,DF,1996-02-11,20,Leverkusen
160165,1208,17,Jerome Boateng,DF,1988-09-03,27,Bayern
160176,1208,18,Toni Kroos,MF,1990-01-04,26,Real Madrid
160174,1208,19,Mario Gotze,MF,1992-06-03,24,Bayern
160178,1208,20,Leroy Sane,MF,1996-01-11,20,Schalke
160169,1208,21,Joshua Kimmich,DF,1995-02-08,21,Bayern
160164,1208,22,Marc-Andre ter Stegen,GK,1992-04-30,24,Barcelona
160182,1208,23,Mario Gomez,FD,1985-07-10,30,Besiktas
160187,1209,1,Gabor Kiraly,GK,1976-04-01,40,Haladas
160194,1209,2,Adam Lang,DF,1993-01-17,23,Videoton
160193,1209,3,Mihaly Korhut,DF,1988-12-01,27,Debrecen
160192,1209,4,Tamas Kadar,DF,1990-03-14,26,Lech
160189,1209,5,Attila Fiola,DF,1990-02-17,26,Puskas Akademia
160196,1209,6,Akos Elek,MF,1988-07-21,27,Diosgyor
160202,1209,7,Balazs Dzsudzsak,FD,1986-12-23,29,Bursaspor
160199,1209,8,Adam Nagy,MF,1995-06-17,21,Ferencvaros
160207,1209,9,Adam Szalai,FD,1987-12-09,28,Hannover
160203,1209,10,Zoltan Gera,FD,1979-04-22,37,Ferencvaros
160204,1209,11,Krisztian Nemeth,FD,1989-01-05,27,Al-Gharafa
160185,1209,12,Denes Dibusz,GK,1990-11-16,25,Ferencvaros
160201,1209,13,Daniel Bode,FD,1986-10-24,29,Ferencvaros
160198,1209,14,Gergo Lovrencsics,MF,1988-09-01,27,Lech
160197,1209,15,Laszlo Kleinheisler,MF,1994-04-08,22,Bremen
160195,1209,16,adam Pinter,DF,1988-06-12,28,Ferencvaros
160205,1209,17,Nemanja Nikolic,FD,1987-12-31,28,Legia
160200,1209,18,Zoltan Stieber,MF,1988-10-16,27,Nurnberg
160206,1209,19,Tamas Priskin,FD,1986-09-27,29,Slovan Bratislava
160190,1209,20,Richard Guzmics,DF,1987-04-16,29,Wisla
160188,1209,21,Barnabas Bese,DF,1994-05-06,22,MTK
160186,1209,22,Peter Gulacsi,GK,1990-05-06,26,Leipzig
160191,1209,23,Roland Juhasz,DF,1983-07-01,32,Videoton
160208,1210,1,Hannes Halldorsson,GK,1984-04-27,32,Bodo/Glimt
160216,1210,2,Birkir Saevarsson,DF,1984-11-11,31,Hammarby
160212,1210,3,Haukur Heidar Hauksson,DF,1991-09-01,24,AIK
160213,1210,4,Hjortur Hermannsson,DF,1995-02-08,21,Goteborg
160214,1210,5,Sverrir Ingason,DF,1993-08-05,22,Lokeren
160217,1210,6,Ragnar Sigurdsson,DF,1986-06-19,29,Krasnodar
160229,1210,7,Johann Gudmundsson,FD,1990-10-27,25,Charlton
160221,1210,8,Birkir Bjarnason,MF,1988-05-27,28,Basel
160230,1210,9,Kolbeinn Sigthorsson,FD,1990-03-14,26,Nantes
160224,1210,10,Gylfi Sigurdsson,MF,1989-09-08,26,Swansea
160227,1210,11,Alfred Finnbogason,FD,1989-02-01,27,Augsburg
160210,1210,12,Ogmundur Kristinsson,GK,1989-06-19,26,Hammarby
160209,1210,13,Ingvar Jonsson,GK,1989-10-18,26,Sandefjord
160220,1210,14,Kari Arnason,MF,1982-10-13,33,Malmo
160226,1210,15,Jon Dadi Bodvarsson,FD,1992-05-25,24,Kaiserslautern
160225,1210,16,Runar Mar Sigurjonsson,MF,1990-06-18,26,Sundsvall
160222,1210,17,Aron Gunnarsson,MF,1989-04-22,27,Cardiff
160211,1210,18,Elmar Bjarnason,DF,1987-03-04,29,AGF
160215,1210,19,Hordur Magnusson,DF,1993-02-11,23,Cesena
160223,1210,20,Emil Hallfredsson,MF,1984-06-29,31,Udinese
160219,1210,21,Arnor Ingvi Traustason,DF,1993-04-30,23,Norrkoping
160228,1210,22,Eidur Gudjohnsen,FD,1978-09-15,37,Molde
160218,1210,23,Ari Skulason,DF,1987-05-14,29,OB
160231,1211,1,Gianluigi Buffon,GK,1978-01-28,38,Juventus
160238,1211,2,Mattia De Sciglio,DF,1992-10-20,23,Milan
160236,1211,3,Giorgio Chiellini,DF,1984-08-14,31,Juventus
160237,1211,4,Matteo Darmian,DF,1989-12-02,26,Man. United
160239,1211,5,Angelo Ogbonna,DF,1988-05-23,28,West Ham
160241,1211,6,Antonio Candreva,MF,1987-02-28,29,Lazio
160253,1211,7,Simone Zaza,FD,1991-06-25,24,Juventus
160243,1211,8,Alessandro Florenzi,MF,1991-03-11,25,Roma
160252,1211,9,Graziano Pelle,FD,1985-07-15,30,Southampton
160245,1211,10,Thiago Motta,MF,1982-08-28,33,Paris
160250,1211,11,Ciro Immobile,FD,1990-02-20,26,Torino
160233,1211,12,Salvatore Sirigu,GK,1987-01-12,29,Paris
160232,1211,13,Federico Marchetti,GK,1983-02-07,33,Lazio
160247,1211,14,Stefano Sturaro,MF,1993-03-09,23,Juventus
160234,1211,15,Andrea Barzagli,DF,1981-05-08,35,Juventus
160242,1211,16,Daniele De Rossi,MF,1983-07-24,32,Roma
160248,1211,17,Eder,FD,1986-11-15,29,Internazionale
160246,1211,18,Marco Parolo,MF,1985-01-25,31,Lazio
160235,1211,19,Leonardo Bonucci,DF,1987-05-01,29,Juventus
160251,1211,20,Lorenzo Insigne,FD,1991-06-04,25,Napoli
160240,1211,21,Federico Bernardeschi,MF,1994-02-16,22,Fiorentina
160249,1211,22,Stephan El Shaarawy,FD,1992-10-27,23,Roma
160244,1211,23,Emanuele Giaccherini,MF,1985-05-05,31,Bologna
160256,1212,1,Michael McGovern,GK,1984-07-12,31,Hamilton
160264,1212,2,Conor McLaughlin,DF,1991-07-26,24,Fleetwood
160269,1212,3,Shane Ferguson,MF,1991-07-12,24,Millwall
160262,1212,4,Gareth McAuley,DF,1979-12-05,36,West Brom
160259,1212,5,Jonny Evans,DF,1988-01-03,28,West Brom
160257,1212,6,Chris Baird,DF,1982-02-25,34,Fulham
160275,1212,7,Niall McGinn,FD,1987-07-20,28,Aberdeen
160267,1212,8,Steven Davis,MF,1985-01-01,31,Southampton
160273,1212,9,Will Grigg,FD,1991-07-03,24,Wigan
160274,1212,10,Kyle Lafferty,FD,1987-09-16,28,Birmingham
160276,1212,11,Conor Washington,FD,1992-05-18,24,QPR
160254,1212,12,Roy Carroll,GK,1977-09-30,38,Notts County
160268,1212,13,Corry Evans,MF,1990-07-30,25,Blackburn
160266,1212,14,Stuart Dallas,MF,1991-04-19,25,Leeds
160263,1212,15,Luke McCullough,DF,1994-02-15,22,Doncaster
160271,1212,16,Oliver Norwood,MF,1991-04-12,25,Reading
160265,1212,17,Paddy McNair,DF,1995-04-27,21,Man. United
160261,1212,18,Aaron Hughes,DF,1979-11-08,36,Melbourne City
160272,1212,19,Jamie Ward,MF,1986-05-12,30,Nottm Forest
160258,1212,20,Craig Cathcart,DF,1989-02-06,27,Watford
160270,1212,21,Josh Magennis,MF,1990-08-15,25,Kilmarnock
160260,1212,22,Lee Hodson,DF,1991-10-02,24,MK Dons
160255,1212,23,Alan Mannus,GK,1982-05-19,34,St Johnstone
160279,1213,1,Wojciech Szczesny,GK,1990-04-18,26,Roma
160283,1213,2,Michal Pazdan,DF,1987-09-21,28,Legia
160282,1213,3,Artur Jedrzejczyk,DF,1987-11-04,28,Legia
160280,1213,4,Thiago Cionek,DF,1986-04-21,30,Palermo
160293,1213,5,Krzysztof Maczynski,MF,1987-05-23,29,Wisla
160289,1213,6,Tomasz Jodlowiec,MF,1985-09-08,30,Legia
160298,1213,7,Arkadiusz Milik,FD,1994-02-28,22,Ajax
160292,1213,8,Karol Linetty,MF,1995-02-02,21,Lech
160297,1213,9,Robert Lewandowski,FD,1988-08-21,27,Bayern
160291,1213,10,Grzegorz Krychowiak,MF,1990-01-29,26,Sevilla
160288,1213,11,Kamil Grosicki,MF,1988-06-08,28,Rennes
160277,1213,12,Artur Boruc,GK,1980-02-20,36,Bournemouth
160299,1213,13,Mariusz Stepinski,FD,1995-05-12,21,Ruch
160286,1213,14,Jakub Wawrzyniak,DF,1983-07-07,32,Lechia
160281,1213,15,Kamil Glik,DF,1988-02-03,28,Torino
160287,1213,16,Jakub Blaszczykowski,MF,1985-12-14,30,Fiorentina
160294,1213,17,Slawomir Peszko,MF,1985-02-19,31,Lechia
160285,1213,18,Bartosz Salamon,DF,1991-05-01,25,Cagliari
160296,1213,19,Piotr Zielinski,MF,1994-05-20,22,Empoli
160284,1213,20,Lukasz Piszczek,DF,1985-06-03,31,Dortmund
160290,1213,21,Bartosz Kapustka,MF,1996-12-23,19,
160278,1213,22,Lukasz Fabianski,GK,1985-04-18,31,Swansea
160295,1213,23,Filip Starzynski,MF,1991-05-27,25,Zaglebie
160302,1214,1,Rui Patricio,GK,1988-02-15,28,Sporting CP
160303,1214,2,Bruno Alves,DF,1981-11-27,34,Fenerbahce
160307,1214,3,Pepe,DF,1983-02-26,33,Real Madrid
160306,1214,4,Jose Fonte,DF,1983-12-22,32,Southampton
160308,1214,5,Raphael Guerreiro,DF,1993-12-22,22,Lorient
160309,1214,6,Ricardo Carvalho,DF,1978-05-18,38,Monaco
160322,1214,7,Cristiano Ronaldo,FD,1985-02-05,31,Real Madrid
160314,1214,8,Joao Moutinho,MF,1986-09-08,29,Monaco
160319,1214,9,Eder,FD,1987-12-22,28,LOSC
160313,1214,10,Joao Mario,MF,1993-01-19,23,Sporting CP
160317,1214,11,Vieirinha,MF,1986-01-24,30,Wolfsburg
160301,1214,12,Anthony Lopes,GK,1990-10-01,25,Lyon
160312,1214,13,Danilo,MF,1991-09-09,24,Porto
160318,1214,14,William Carvalho,MF,1992-04-07,24,Sporting CP
160311,1214,15,Andre Gomes,MF,1993-07-30,22,Valencia
160316,1214,16,Renato Sanches,MF,1997-08-18,18,Benfica
160320,1214,17,Nani,FD,1986-11-17,29,Fenerbahce
160315,1214,18,Rafa Silva,MF,1993-05-17,23,Braga
160305,1214,19,Eliseu,DF,1983-10-01,32,Benfica
160321,1214,20,Ricardo Quaresma,FD,1983-09-26,32,Besiktas
160304,1214,21,Cedric,DF,1991-08-31,24,Southampton
160300,1214,22,Eduardo,GK,1982-09-19,33,Dinamo Zagreb
160310,1214,23,Adrien Silva,MF,1989-03-15,27,Sporting CP
160325,1215,1,Keiren Westwood,GK,1984-10-23,31,Sheff. Wednesday
160328,1215,2,Seamus Coleman,DF,1988-10-11,27,Everton
160327,1215,3,Ciaran Clark,DF,1989-09-26,26,Aston Villa
160331,1215,4,John OShea,DF,1981-04-30,35,Sunderland
160330,1215,5,Richard Keogh,DF,1986-08-11,29,Derby
160341,1215,6,Glenn Whelan,MF,1984-01-13,32,Stoke
160338,1215,7,Aiden McGeady,MF,1986-04-04,30,Sheff. Wednesday
160336,1215,8,James McCarthy,MF,1990-11-12,25,Everton
160343,1215,9,Shane Long,FD,1987-01-22,29,Southampton
160342,1215,10,Robbie Keane,FD,1980-07-08,35,LA Galaxy
160337,1215,11,James McClean,MF,1989-04-22,27,West Brom
160329,1215,12,Shane Duffy,DF,1992-01-01,24,Blackburn
160334,1215,13,Jeff Hendrick,MF,1992-01-31,24,Derby
160345,1215,14,Jon Walters,FD,1983-09-20,32,Stoke
160326,1215,15,Cyrus Christie,DF,1992-09-30,23,Derby
160323,1215,16,Shay Given,GK,1976-04-20,40,Stoke
160332,1215,17,Stephen Ward,DF,1985-08-20,30,Burnley
160339,1215,18,David Meyler,MF,1989-05-29,27,Hull
160333,1215,19,Robbie Brady,MF,1992-01-14,24,Norwich
160335,1215,20,Wes Hoolahan,MF,1982-05-20,34,Norwich
160344,1215,21,Daryl Murphy,FD,1983-03-15,33,Ipswich
160340,1215,22,Stephen Quinn,MF,1986-04-01,30,Reading
160324,1215,23,Darren Randolph,GK,1987-05-12,29,West Ham
160347,1216,1,Costel Pantilimon,GK,1987-02-01,29,Watford
160353,1216,2,Alexandru Matel,DF,1989-10-17,26,Dinamo Zagreb
160355,1216,3,Razvan Rat,DF,1981-05-26,35,Rayo Vallecano
160354,1216,4,Cosmin Moti,DF,1984-12-03,31,Ludogorets
160358,1216,5,Ovidiu Hoban,MF,1982-12-27,33,H. Beer-Sheva
160349,1216,6,Vlad Chiriches,DF,1989-11-14,26,Napoli
160357,1216,7,Alexandru Chipciu,MF,1989-05-18,27,Steaua
160359,1216,8,Mihai Pintilii,MF,1984-11-09,31,Steaua
160365,1216,9,Denis Alibec,FD,1991-01-05,25,Astra
160363,1216,10,Nicolae Stanciu,MF,1993-05-07,23,Steaua
160364,1216,11,Gabriel Torje,MF,1989-11-22,26,Osmanlispor
160348,1216,12,Ciprian Tatarusanu,GK,1986-02-09,30,Fiorentina
160367,1216,13,Claudiu Keeru,FD,1986-12-02,29,Ludogorets
160366,1216,14,Florin Andone,FD,1993-04-11,23,Cordoba
160351,1216,15,Valerica Gaman,DF,1989-02-25,27,Astra
160350,1216,16,Steliano Filip,DF,1994-05-15,22,Dinamo Bucuresti
160362,1216,17,Lucian Sanmartean,MF,1980-03-13,36,Al-Ittihad
160361,1216,18,Andrei Prepelita,MF,1985-12-08,30,Ludogorets
160368,1216,19,Bogdan Stancu,FD,1987-06-28,28,Genclerbirligi
160360,1216,20,Adrian Popa,MF,1988-07-24,27,Steaua
160352,1216,21,Dragos Grigore,DF,1986-09-07,29,Al-Sailiya
160356,1216,22,Cristian Sapunaru,DF,1984-04-05,32,Pandurii
160346,1216,23,Silviu Lung,GK,1989-06-04,27,Astra
160369,1217,1,Igor Akinfeev,GK,1986-04-08,30,CSKA Moskva
160378,1217,2,Roman Shishkin,DF,1987-01-27,29,Lokomotiv Moskva
160379,1217,3,Igor Smolnikov,DF,1988-08-08,27,Zenit
160374,1217,4,Sergei Ignashevich,DF,1979-07-14,36,CSKA Moskva
160376,1217,5,Roman Neustadter,DF,1988-02-18,28,Schalke
160372,1217,6,Aleksei Berezutski,DF,1982-06-20,33,CSKA Moskva
160388,1217,7,Artur Yusupov,MF,1989-09-01,26,Zenit
160380,1217,8,Denis Glushakov,MF,1987-01-27,29,Spartak Moskva
160390,1217,9,Aleksandr Kokorin,FD,1991-03-19,25,Zenit
160391,1217,10,Fedor Smolov,FD,1990-02-09,26,Krasnodar
160383,1217,11,Pavel Mamaev,MF,1988-09-17,27,Krasnodar
160371,1217,12,Yuri Lodygin,GK,1990-05-26,26,Zenit
160381,1217,13,Aleksandr Golovin,MF,1996-05-30,20,CSKA Moskva
160373,1217,14,Vasili Berezutski,DF,1982-06-20,33,CSKA Moskva
160386,1217,15,Roman Shirokov,MF,1981-07-06,34,CSKA Moskva
160370,1217,16,Guilherme,GK,1985-12-12,30,Lokomotiv Moskva
160385,1217,17,Oleg Shatov,MF,1990-07-29,25,Zenit
160382,1217,18,Oleg Ivanov,MF,1986-08-04,29,Terek
160384,1217,19,Aleksandr Samedov,MF,1984-07-19,31,Lokomotiv Moskva
160387,1217,20,Dmitri Torbinski,MF,1984-04-28,32,Krasnodar
160377,1217,21,Georgi Schennikov,DF,1991-04-27,25,CSKA Moskva
160389,1217,22,Artem Dzyuba,FD,1988-08-22,27,Zenit
160375,1217,23,Dmitri Kombarov,DF,1987-01-22,29,Spartak Moskva
160393,1218,1,Jan Mucha,GK,1982-12-05,33,Slovan Bratislava
160398,1218,2,Peter Pekarik,DF,1986-10-30,29,Hertha
160401,1218,3,Martin Skrtel,DF,1984-12-15,31,Liverpool
